SortOrder,State/Prov,Town,Site,year,State_Town_Yr,State_Town_Trap,Trap_Number,N_traps,Date_1May,Start_Day,Month,Region,Phenology,Latitude,Long,altitude,Days_of_ sampling,all_3_Pheno_periods,Log10_Tot_Biomass_Day,Log10_Nematocera_Day,Log10_Other Diptera_Day,Log10_Coleoptera_Day,Log10_Lepidoptera_Day,Log10_Hymenoptera_Day,Log10_Hemiptera_Day,Log10_Other_Unidentified_Day,Log10_Homoptera_Day,Mean_Temp,Max_Temp,MIN_Temp,Mean_WIND,Tot_Precip,Mean_Precip,Source_for_Weather,stn_id,stn_name,stn_latitude,stn_longitude,Total_Diptera,Nematocera (g),Other Diptera (g),Coleoptera (g),Lepidoptera (g),Araneae (g),Hymenoptera (g),Hemiptera (g),Homoptera,Orthoptera (g),total of Others (not Identified) (g),Neuroptera (g),Trichoptera,Odonata (g),Blattodea (Termites) (g),Thysanoptera,Psocoptera,Dermaptera (g),Plecoptera (g),Mecoptera (g),Isoptera (g),Ephemeroptera (g),Collembola (g),raphidioptera,Acari (mites),Megalaptura: Sialidae,Others -Not insects (FP),UnIdentified larvae,Notes,Lead_Contributors,Affliation
52,BC,Surrey,BC_Jackson_Surrey,2020,BC_Surrey_2020,BC_Surrey_Brooksdale NE Field,1,3,51,20,June,1_West,4. Nestl. Day 12,49.035,-122.688,43,3,all 3 periods,-0.245,-1.692,-0.824,-1.281,-1.069,-1.163,-1.384,,,13.8,17.4,21,2.7,3.6,0.77,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.505,0.058,0.447,0.154,0.253,0.0001,0.203,0.121,,0.086,,,,,,,,0.084,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
53,BC,Surrey,BC_Jackson_Surrey,2020,BC_Surrey_2020,BC_Surrey_Brooksdale SW Field,2,3,20,20,May,1_West,2. Ave lay date,49.033,-122.69,40,3,all 3 periods,-0.767,-2.875,-1.886,-2.301,-1.448,-2.986,-2.986,,-2.986,10.3,13.1,16,4.1,11.6,0,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.037,0.001,0.036,0.012,0.104,0.0001,0.0001,0.0001,0.0001,,,,,,,0.0001,0.014,0.045,,,,,,,,,,,1 tiny thysanoptera,"Michelle Jackson, Christy Juteau",A Rocha Canada
54,BC,Surrey,BC_Jackson_Surrey,2020,BC_Surrey_2020,BC_Surrey_Brooksdale SW Field,2,3,39,8,June,1_West,3. Ave hatch date,49.033,-122.69,40,3,all 3 periods,-0.406,-2.436,-1.452,-2.176,-0.674,-2.398,-2.436,,-2.986,12.4,15.5,18.6,2.5,9.6,4.17,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.111,0.008,0.103,0.017,0.633,0.0001,0.009,0.008,0.0001,,,,,,0.001,0.0001,0.0001,0.1,,,,,,,,,,,2 tiny thysanoptera,"Michelle Jackson, Christy Juteau",A Rocha Canada
55,BC,Surrey,BC_Jackson_Surrey,2020,BC_Surrey_2020,BC_Surrey_Brooksdale SW Field,2,3,51,20,June,1_West,4. Nestl. Day 12,49.033,-122.69,40,3,all 3 periods,-0.531,-2.273,-1.276,-1.481,-1.121,-1.585,-2.331,,-2.986,13.8,17.4,21,2.7,3.6,0.77,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.169,0.013,0.156,0.096,0.224,0.009,0.075,0.011,0.0001,,,,,,,,0.0001,,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
56,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_Brooksdale NE Field,1,3,19,19,May,1_West,2. Ave lay date,49.035,-122.688,43,3,all 3 periods,-0.544,-2.198,-1.692,-1.787,-1.353,-1.145,,,-2.198,7.2,11.9,16.6,2.5,2.2,2.63,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.074,0.016,0.058,0.046,0.13,0.0005,0.212,,0.016,,,,,,0.0005,,0.0005,0.077,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
57,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_Brooksdale NE Field,1,3,40,9,June,1_West,3. Ave hatch date,49.035,-122.688,43,3,all 3 periods,-0.5,-2.331,-1.29,-2.933,-0.944,-1.706,-2.176,,-2.933,11.4,15.3,19.2,2.7,1.6,0.2,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.162,0.011,0.151,0.0005,0.338,0.0005,0.056,0.017,0.0005,,,,,,0.0005,0.0005,,0.073,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
58,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_Brooksdale NE Field,1,3,50,19,June,1_West,4. Nestl. Day 12,49.035,-122.688,43,3,all 3 periods,-0.449,-2.247,-1.316,-1.387,-0.996,-1.787,-1.337,,-2.933,14.1,19.6,25.1,2.3,0,0,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.156,0.014,0.142,0.12,0.3,0.008,0.046,0.135,0.0005,,,,0.0005,,,,,,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
59,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_Brooksdale SW Field,2,3,19,19,May,1_West,2. Ave lay date,49.033,-122.69,40,3,all 3 periods,-0.63,-2.933,-1.09,,,-2.933,,,-1.796,7.2,11.9,16.6,2.5,2.2,2.63,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.2415,0.0005,0.241,,,0.0005,0.0005,,0.045,,,,,,,0.0005,0.0005,0.114,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
60,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_Brooksdale SW Field,2,3,40,9,June,1_West,3. Ave hatch date,49.033,-122.69,40,3,all 3 periods,-0.316,-2.363,-2.015,-1.721,-0.605,-1.079,-2.933,,-2,11.4,15.3,19.2,2.7,1.6,0.2,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.036,0.01,0.026,0.054,0.742,0.04,0.247,0.0005,0.027,,,,,,,,0.0005,0.0005,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
61,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_Brooksdale SW Field,2,3,50,19,June,1_West,4. Nestl. Day 12,49.033,-122.69,40,3,all 3 periods,-0.24,-2.477,-1.292,-0.991,-0.582,-1.608,-2.436,,-2.046,14.1,19.6,25.1,2.3,0,0,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.157,0.007,0.15,0.303,0.782,0.066,0.071,0.008,0.024,,,,,,,0.0005,0.0005,0.015,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
62,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_CVP,3,3,19,19,May,1_West,2. Ave lay date,49.03,-122.668,81,3,all 3 periods,-0.752,-2.933,-1.18,-2.477,-2.273,-2.933,,,-2.933,7.2,11.9,16.6,2.5,2.2,2.63,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.1955,0.0005,0.195,0.007,0.013,0.006,0.0005,,0.0005,,,,,,0.0005,0.0005,,0.007,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
63,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_CVP,3,3,40,9,June,1_West,3. Ave hatch date,49.03,-122.668,81,3,all 3 periods,-0.922,-2.933,-1.721,-2.933,-2.933,-2.933,-2.933,,-2.933,11.4,15.3,19.2,2.7,1.6,0.2,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.0545,0.0005,0.054,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,,,,,,,0.0005,0.0005,,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
64,BC,Surrey,BC_Jackson_Surrey,2021,BC_Surrey_2021,BC_Surrey_CVP,3,3,50,19,June,1_West,4. Nestl. Day 12,49.03,-122.668,81,3,all 3 periods,-0.671,-2.933,-1.614,-1.77,-2.933,-1.257,-1.959,,-2.933,14.1,19.6,25.1,2.3,0,0,stn,USW00024217,BELLINGHAM INTL AP,48.7939,-122.5372,0.0705,0.0005,0.07,0.048,0.0005,0.0005,0.163,0.03,0.0005,,,,,,,0.0005,0.0005,0.026,,,,,,,,,,,,"Michelle Jackson, Christy Juteau",A Rocha Canada
65,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,43,12,June,1_West,2. Ave lay date,38.956,-106.987,2916,3,,-0.123,-2.632,-0.846,-2.875,-1.585,-0.316,-2.574,-2.699,,11.8,21.3,2.3,1.4,2.79,0.43,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.429,0.004,0.425,0.001,0.075,0.001,1.445,0.005,,,0.003,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
66,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,54,23,June,1_West,,38.956,-106.987,2916,3,,-0.018,-1.678,-0.734,-1.509,-0.493,-0.531,-2.632,,,12.6,23.7,1.5,1.2,2.29,0.5,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.61,0.06,0.55,0.09,0.96,0.001,0.88,0.004,,0.03,,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
67,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,60,29,June,1_West,3. Ave hatch date,38.956,-106.987,2916,3,,-0.199,-1.678,-0.784,,-1.192,-0.704,-2.699,-2.574,,9.8,19,0.7,1.5,0,0.1,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.55,0.06,0.49,,0.19,,0.59,0.003,,0.26,0.005,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
68,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,69,8,July,1_West,,38.956,-106.987,2916,3,,0.079,-1.678,-0.437,-1.959,-0.327,-0.719,-1.387,-2.222,,11.6,23.7,-0.5,1.5,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,1.155,0.06,1.095,0.03,1.41,,0.57,0.12,,,0.015,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
69,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,76,15,July,1_West,,38.956,-106.987,2916,3,,-0.088,-1.959,-1.066,-2.699,-0.341,-0.821,-1.796,,,12.8,22,3.5,1,4.06,1.93,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.285,0.03,0.255,0.003,1.365,,0.45,0.045,,,,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
70,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,83,22,July,1_West,,38.956,-106.987,2916,3,,-0.068,-1.796,-0.975,-2.824,-0.287,-1.018,-1.585,,,12.8,20.5,5,0.8,7.37,2.2,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.36,0.045,0.315,0.0015,1.545,,0.285,0.075,,,,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
71,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,90,29,July,1_West,,38.956,-106.987,2916,3,,-0.174,-2.222,-0.936,-1.387,-0.48,-1.119,-2.222,,,12.5,22.5,2.5,1.5,1.52,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.36,0.015,0.345,0.12,0.99,,0.225,0.015,,,,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
72,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,97,5,August,1_West,,38.956,-106.987,2916,3,,-0.319,-2.456,-1.164,-2.222,-0.742,-1.252,-1.959,,,12.5,23.3,1.7,1.4,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.21,0.0075,0.2025,0.015,0.54,,0.165,0.03,,0.165,,0.015,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
73,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,114,12,August,1_West,,38.956,-106.987,2916,3,,-0.372,,-0.917,,-1.092,-0.975,-1.959,-1.959,,12.1,24,0.2,1.5,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.36,,0.36,,0.24,,0.315,0.03,,,0.03,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
74,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,121,19,August,1_West,,38.956,-106.987,2916,3,,-0.377,,-1.18,,-0.636,-1.678,-2.222,,,14.8,26.3,3.2,1.3,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.195,,0.195,,0.69,,0.06,0.015,,,,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
75,CO,Gothic,CO_Inouye_RMBL,2020,CO_Gothic_2020,CO_Gothic_RMBL,1,1,128,26,August,1_West,,38.956,-106.987,2916,3,,-0.656,,-1.444,,-2.222,-1.119,-2.222,,,13.2,22.8,3.5,1,14.22,0.5,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.11,,0.105,,0.015,0.003,0.225,0.015,,,,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
76,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,32,1,June,1_West,,38.956,-106.987,2916,2,,-0.379,,-0.592,-2.222,-1.678,-1.678,-2.222,,,8,18.3,-2.3,1.2,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,0.51,,0.51,0.01,0.04,0.005,0.04,0.01,,0.01,,,,,,,,,,,,,,,,,0.01,,2 days only,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
77,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,39,8,June,1_West,,38.956,-106.987,2916,3,,0.035,-2.363,-0.435,-2.363,-1.959,-0.246,-1.959,,,11.3,22.7,0,1.6,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,1.11,0.01,1.1,0.01,0.03,0.02,1.7,0.03,,,,,,,,,,,,,,,,,,,0.05,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
78,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,46,15,June,1_West,,38.956,-106.987,2916,3,,0.324,-2.574,-0.302,-1.558,-1.509,-0.022,-2.363,,,14.8,27.2,2.5,1.3,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,1.5,0.005,1.495,0.08,0.09,0.03,2.85,0.01,,1.45,,,0.02,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
79,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,53,22,June,1_West,,38.956,-106.987,2916,3,,0.136,-1.322,-0.536,-2.222,-1.678,-0.167,-2.363,,,11.7,20.8,2.5,1.3,21.08,2.8,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,1.01,0.14,0.87,0.015,0.06,0.06,2.04,0.01,,0.6,,,,,,,,,,,,,,,,,0.005,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
80,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,60,29,June,1_West,,38.956,-106.987,2916,3,,0.44,-0.996,-0.068,-1.753,-0.435,0.003,-1.387,,,12.2,19.7,4.7,0.9,4.83,3.47,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,2.86,0.3,2.56,0.05,1.1,0.06,3.02,0.12,,0.76,,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
81,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,67,6,July,1_West,,38.956,-106.987,2916,3,,0.553,-1.322,-0.209,-1.678,-0.704,0.005,-1.844,,,14.4,24.7,4.2,1.1,8.38,0.1,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,1.99,0.14,1.85,0.06,0.59,0.01,3.03,0.04,,4.63,,,,,,0.01,,,,,,0.05,,,,,0.02,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
82,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,74,13,July,1_West,,38.956,-106.987,2916,3,,0.423,-1.678,-0.346,-2.875,-0.369,-0.093,-1.322,-2.875,,11.8,19.8,3.8,1,14.22,2.27,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,1.41,0.06,1.35,0.001,1.28,0.01,2.42,0.14,,2.38,0.001,,,,,,,,,,,,,,,,,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
83,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,81,20,July,1_West,,38.956,-106.987,2916,3,,0.584,-2.115,-0.152,-1.558,-0.171,-0.243,-1.215,,,15.4,24.3,6.5,1,14.22,0.83,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,2.13,0.02,2.11,0.08,2.02,0.002,1.71,0.18,,5,,,,,,,,,,,,0.03,,,,,0.06,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
84,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,89,28,July,1_West,,38.956,-106.987,2916,3,,0.588,-2.363,-0.1,-1.959,-0.104,-0.152,-1.424,-2.875,,16,25.2,6.8,1,12.95,4.4,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,2.39,0.01,2.38,0.03,2.36,,2.11,0.11,,4.29,0.001,,,,,,,,,,,0.02,,,,,0.01,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
85,CO,Gothic,CO_Inouye_RMBL,2021,CO_Gothic_2021,CO_Gothic_RMBL,1,1,96,4,August,1_West,,38.956,-106.987,2916,3,,0.479,-2.363,-0.423,-2.632,-0.595,-0.033,-1.424,,,12,21.8,2.2,1.1,0,0,Contributor Inouye RMBL,USW00093073,ASPEN PITKIN CO AP,39.2231,-106.8683,1.14,0.01,1.13,0.004,0.76,0.01,2.78,0.11,,3.91,,,,,,,,,,,,,,,,,0.02,,,"Brian Inouye, David Inouye","Dept. of Biol. Sci., Florida State Univ., and Dept. of Biology, Univ. of Maryland, and Rocky Mountain Biol. Lab."
86,CO,Waverly,CO_Pearse_FtCollins,2020,CO_Waverly_2020,CO_Waverly_1,1,1,29,29,May,1_West,2. Ave lay date,40.71,-105.103,1597,3,all 3 periods,-0.691,-2.331,-1.864,-1.365,-1.566,-2.46,-2.012,,,20.3,29.4,11.1,0.2,12.5,4.17,stn,USC00053005,FT COLLINS,40.5764,-105.0858,0.049,0.011,0.038,0.1265,0.0784,0.0012,0.0074,0.0262,,,,,,,,,,0.0223,,,,,0.0002,,,,,,,Ian Pearse,"U.S. Geol. Survey, Fort Collins Sci. Center"
87,CO,Waverly,CO_Pearse_FtCollins,2020,CO_Waverly_2020,CO_Waverly_1,1,1,49,18,June,1_West,3. Ave hatch date,40.71,-105.103,1597,3,all 3 periods,-0.697,-2,-1.706,-1.908,-1.315,-2.019,-2.543,,,17.3,24.5,10.2,,5.8,1.93,stn,USC00053005,FT COLLINS,40.5764,-105.0858,0.083,0.027,0.056,0.0341,0.1421,0.0098,0.0257,0.0056,,,,,0.0029,,,,,,,,,,0.0001,,,,,,,Ian Pearse,"U.S. Geol. Survey, Fort Collins Sci. Center"
88,CO,Waverly,CO_Pearse_FtCollins,2020,CO_Waverly_2020,CO_Waverly_1,1,1,61,30,June,1_West,4. Nestl. Day 12,40.71,-105.103,1597,3,all 3 periods,-0.628,-1.805,-1.77,-2.006,-1.194,-1.547,-2.183,,,20.9,30.2,11.7,1.8,2.3,0.77,stn,USC00053005,FT COLLINS,40.5764,-105.0858,0.092,0.044,0.048,0.0266,0.189,0.0001,0.0822,0.0167,,,,,,,,0.0005,,,,,,,,,,,,,,Ian Pearse,"U.S. Geol. Survey, Fort Collins Sci. Center"
89,CO,Waverly,CO_Pearse_FtCollins,2021,CO_Waverly_2021,CO_Waverly_1,1,1,49,18,June,1_West,3. Ave hatch date,40.71,-105.103,1597,3,,-0.74,-2.092,-1.9,-2.165,-1.626,-1.884,-2.671,,,22.1,28.7,15.6,2.2,1.3,0.43,stn,USC00053005,FT COLLINS,40.5764,-105.0858,0.0561,0.0213,0.0348,0.0175,0.0679,0.0283,0.0362,0.0034,,,,,,,,,,,,,,,,,,,,,,Ian Pearse,"U.S. Geol. Survey, Fort Collins Sci. Center"
90,CO,Waverly,CO_Pearse_FtCollins,2021,CO_Waverly_2021,CO_Waverly_1,1,1,61,30,June,1_West,4. Nestl. Day 12,40.71,-105.103,1597,3,,-0.655,-1.828,-2.035,-1.57,-1.219,-1.936,-2.574,-2.563,,20.9,28,13.7,1.4,1.3,0.43,stn,USC00053005,FT COLLINS,40.5764,-105.0858,0.0663,0.0416,0.0247,0.0777,0.178,,0.0318,0.005,,,0.0052,0.005,,,,,,,,,,,,,,,,,,Ian Pearse,"U.S. Geol. Survey, Fort Collins Sci. Center"
91,CO,Waverly,CO_Pearse_FtCollins,2021,CO_Waverly_2021,CO_Waverly_1,1,1,68,7,July,1_West,,40.71,-105.103,1597,3,,-0.571,-1.681,-1.365,-2.032,-1.332,-1.862,-1.649,-2.088,,24.6,34.4,14.8,,2.6,0.87,stn,USC00053005,FT COLLINS,40.5764,-105.0858,0.186,0.0596,0.1264,0.0249,0.1368,0.0331,0.0382,0.0643,,,0.0215,,,,,,,0.0215,,,,,,,,,,,,Ian Pearse,"U.S. Geol. Survey, Fort Collins Sci. Center"
92,CT,Wethersfield,CT_Pit_Trinity,2021,CT_Wethersfield_2021,CT_Wethersfield_1,1,1,18,18,May,3_NE,2. Ave lay date,41.695,-72.686,56,3,all 3 periods,-0.024,-0.969,-0.898,-1.533,-0.929,-0.436,-2.097,,,19.6,28.3,10.9,2.4,0,0,stn,USW00014752,HARTFORD BRAINARD FLD,41.7361,-72.6506,0.695,0.319,0.376,0.085,0.35,0.02,1.097,0.021,,0.272,,,,,,,,,,,,,,,,,,,,"Amber Pitt, Caroline Killian, T. Anders Brown","Environ. Sci. Program and Biol. Dept., Trinity College"
93,CT,Wethersfield,CT_Pit_Trinity,2021,CT_Wethersfield_2021,CT_Wethersfield_1,1,1,37,6,June,3_NE,3. Ave hatch date,41.695,-72.686,56,3,all 3 periods,0.167,-0.885,-0.476,-1.178,-0.597,-0.28,-1.194,-2.778,,27.2,33.9,20.6,2.4,3,1,stn,USW00014752,HARTFORD BRAINARD FLD,41.7361,-72.6506,1.388,0.388,1,0.196,0.755,0.007,1.571,0.189,,,0.002,,,,,,,,,,,,,,,,,,,"Amber Pitt, Caroline Killian, T. Anders Brown","Environ. Sci. Program and Biol. Dept., Trinity College"
94,CT,Wethersfield,CT_Pit_Trinity,2021,CT_Wethersfield_2021,CT_Wethersfield_1,1,1,49,18,June,3_NE,4. Nestl. Day 12,41.695,-72.686,56,3,all 3 periods,0.054,-1.416,-0.495,-0.928,-0.736,-0.764,-0.736,,,23.3,30.4,16.1,3,9.7,3.23,stn,USW00014752,HARTFORD BRAINARD FLD,41.7361,-72.6506,1.069,0.112,0.957,0.351,0.548,0.062,0.514,0.548,,0.004,,,,,,,,,,,,,,,,,,,,"Amber Pitt, Caroline Killian, T. Anders Brown","Environ. Sci. Program and Biol. Dept., Trinity College"
95,FL,Gainsville,FL_Ryan_UF,2020,FL_Gainsville_2020,FL_Gainsville_1,1,1,3,3,May,4_SE,,29.605,-82.334,52,3,,0.078,-1.706,-0.265,-1.099,-0.399,-1.219,,,-2.778,22.1,30,14.6,2.7,0,0,stn,USW00012816,GAINESVILLE RGNL AP,29.6919,-82.2756,1.681,0.056,1.625,0.236,1.194,,0.178,,0.002,,,0.002,,,,,,,,,,,,,,,,,,Sadie J. Ryan,"Dept. of Geog. and Emerging Pathogens Inst., Univ. of Florida"
